CON_ID,POLLING_BOOTH_ID,VOTER_ID,ENTRY_TIME,EXIT_TIME,CANDIDATE_VOTED,PARTY_VOTED
2,532,MWX9335674,08:37:52,08:39:52,A. Priya Babu,WUF
2,368,HKV6423110,16:03:50,16:05:50,G. Priya Babu,NOD
5,1093,TTY1032836,12:50:47,12:52:47,T. Lakshmi Verma,TIL
6,1209,CLY0259612,15:08:55,15:09:55,B. Lakshmi Naidu,RYX
3,709,QGK4045820,16:53:04,16:54:04,B. Vikram Sharma,VUN
3,730,HIO3686840,09:30:59,09:32:59,B. Vikram Sharma,VUN
2,421,SKM0063818,13:12:00,13:13:00,NOTA,NOTA
5,1052,AEC6905869,14:40:43,14:43:43,T. Lakshmi Verma,TIL
7,1260,FOR7815117,15:23:07,15:26:07,V. Priya Babu,LAG
3,681,EYO0992289,13:58:15,13:59:15,B. Vikram Sharma,VUN
4,901,QYS6226443,12:13:18,12:16:18,Q. Radha Yadav,VUN
8,1507,BXT0762864,16:29:09,16:30:09,N. Vijay Das,VUN
8,1412,CQX3463553,16:17:55,16:19:55,N. Kiran Babu,WUF
8,1392,HRH0118154,15:25:22,15:27:22,V. Sita Naidu,KEM
7,1271,FPK2276374,14:02:54,14:05:54,K. Divya Yadav,VUN
3,622,QBD8275141,16:24:37,16:26:37,E. Meena Das,LAG
1,10,HNA9855381,16:47:54,16:48:54,D. Kavya Das,RYX
3,600,YBE4142742,11:00:08,11:02:08,A. Rahul Verma,MEX
7,1261,CAO5073626,16:23:23,16:26:23,F. Kavya Joshi,KEM
7,1362,ROZ5652183,08:28:47,08:30:47,C. Latha Singh,BIR
5,1069,LCN6004062,15:58:43,15:59:43,B. Vikram Babu,ZAR
3,670,WAM2498951,08:55:45,08:58:45,A. Rahul Verma,MEX
7,1307,LAV4350145,09:19:47,09:21:47,F. Kavya Joshi,KEM
1,265,MPB6092001,16:14:27,16:15:27,M. Arun Singh,MEX
3,678,QVB8170971,11:37:54,11:39:54,B. Vikram Sharma,VUN
1,153,ZNF5071288,08:12:14,08:14:14,U. Anil Kumar,ZAR
4,997,RXN6837054,11:49:14,11:50:14,K. Rahul Sharma,MEX
2,383,SEY9907181,15:26:57,15:28:57,G. Priya Babu,NOD
4,897,FRV0681268,08:19:15,08:20:15,Q. Radha Yadav,VUN
1,76,UBF0050380,14:19:49,14:21:49,D. Kavya Das,RYX
7,1339,UMS9070917,16:39:08,16:41:08,F. Kavya Joshi,KEM
7,1373,FPN1066687,09:59:50,10:01:50,F. Kavya Joshi,KEM
6,1178,CUS9632330,16:57:04,16:59:04,U. Radha Singh,KEM
1,121,SLB0703189,11:54:08,11:57:08,U. Anil Kumar,ZAR
2,474,XXE5479524,09:46:41,09:48:41,G. Priya Babu,NOD
5,1121,QTW6506735,16:44:37,16:47:37,T. Lakshmi Verma,TIL
3,699,FBZ1147068,16:39:24,16:42:24,E. Latha Yadav,ZAR
8,1432,UBV5074072,08:12:33,08:15:33,Q. Kavya Naidu,ZAR
2,411,TBS4405817,08:50:32,08:52:32,A. Priya Babu,WUF
3,609,BBO8564240,08:08:35,08:11:35,E. Latha Yadav,ZAR
5,1050,DIE7458727,13:54:01,13:55:01,B. Vikram Babu,ZAR
4,879,AKM1589143,16:24:00,16:27:00,Q. Radha Yadav,VUN
7,1375,SAI2616644,12:04:56,12:05:56,C. Latha Singh,BIR
4,809,NAM5362622,11:47:33,11:48:33,Q. Radha Yadav,VUN
1,315,WSG9818059,15:27:51,15:30:51,U. Anil Kumar,ZAR
8,1514,LWA3186471,12:33:39,12:34:39,V. Sita Naidu,KEM
1,1,WUA8489015,08:07:29,08:10:29,D. Kavya Das,RYX
1,51,IWH2250469,13:41:26,13:42:26,M. Arun Singh,MEX
2,511,UTY8426303,11:17:43,11:18:43,Z. Manoj Sharma,VUN
7,1342,MAM7386530,10:46:43,10:48:43,C. Latha Singh,BIR
8,1427,TWV6236155,12:36:45,12:38:45,N. Kiran Babu,WUF
4,972,OOB3848464,09:33:58,09:36:58,K. Rahul Sharma,MEX
4,998,CMN2902964,08:42:09,08:44:09,Q. Radha Yadav,VUN
8,1494,OSR0021127,13:39:36,13:42:36,N. Vijay Das,VUN
4,835,MZK1044619,14:29:27,14:30:27,U. Anil Babu,QOP
8,1511,IXN8976895,16:34:27,16:37:27,Q. Kavya Naidu,ZAR
5,1050,PZP4218598,16:23:08,16:25:08,D. Manoj Joshi,QOP
4,935,STX2647137,09:13:48,09:14:48,O. Ravi Verma,LAG
8,1528,VWR5717783,14:14:30,14:15:30,Q. Kavya Naidu,ZAR
2,454,VFD2684430,08:46:06,08:48:06,G. Priya Babu,NOD
4,936,XDV9627130,10:16:42,10:18:42,U. Anil Babu,QOP
8,1420,BVI1527329,11:09:11,11:12:11,N. Kiran Babu,WUF
4,938,ZQU4280904,15:28:52,15:30:52,Q. Radha Yadav,VUN
4,1005,UUB9996603,13:16:46,13:19:46,U. Anil Babu,QOP
3,718,ZRW1137791,10:50:31,10:51:31,A. Rahul Verma,MEX
6,1210,QUX6972120,09:55:31,09:56:31,B. Lakshmi Naidu,RYX
1,337,DES3721507,11:39:24,11:40:24,Q. Lakshmi Kumar,TIL
2,414,BOF5531469,15:42:56,15:45:56,A. Priya Babu,WUF
1,62,QWN0802008,09:49:11,09:52:11,D. Kavya Das,RYX
1,326,LSN5961504,08:18:11,08:20:11,Q. Lakshmi Kumar,TIL
4,884,VUS2261339,12:49:56,12:52:56,U. Anil Babu,QOP
5,1067,QWM5025498,11:33:20,11:36:20,T. Lakshmi Verma,TIL
1,61,UWK6643723,13:44:27,13:47:27,Q. Lakshmi Kumar,TIL
7,1303,QOS2035165,13:56:39,13:57:39,K. Divya Yadav,VUN
4,972,TPD5267246,10:52:47,10:55:47,U. Anil Babu,QOP
5,1060,YCT4760200,12:04:04,12:05:04,B. Vikram Babu,ZAR
3,640,DHM7339591,13:22:48,13:25:48,B. Vikram Sharma,VUN
2,438,GGN1493455,13:36:17,13:38:17,A. Priya Babu,WUF
1,83,CWF0150840,14:00:14,14:02:14,U. Anil Kumar,ZAR
7,1372,HHG3994637,09:30:16,09:32:16,K. Divya Yadav,VUN
1,206,TZL7908237,13:51:20,13:52:20,D. Kavya Das,RYX
7,1267,TYK7029439,14:55:09,14:56:09,K. Divya Yadav,VUN
2,441,QPI6663665,16:16:54,16:18:54,G. Priya Babu,NOD
8,1527,CBV7113779,15:29:50,15:32:50,N. Kiran Babu,WUF
4,853,ZPA7651200,09:09:13,09:10:13,U. Anil Babu,QOP
2,526,ESR8103325,14:15:19,14:16:19,A. Priya Babu,WUF
7,1354,YNC0666315,16:38:57,16:41:57,V. Priya Babu,LAG
1,344,FLJ8621020,13:26:42,13:28:42,U. Anil Kumar,ZAR
7,1258,NNB1815302,13:43:36,13:44:36,F. Kavya Joshi,KEM
8,1525,CJJ1326290,08:43:55,08:46:55,N. Kiran Babu,WUF
3,723,RES3630750,11:08:36,11:11:36,E. Meena Das,LAG
8,1382,FDO1530000,12:30:49,12:33:49,N. Vijay Das,VUN
1,13,WLV9298415,14:54:37,14:56:37,M. Arun Singh,MEX
1,337,PGS7860331,12:03:11,12:05:11,D. Kavya Das,RYX
4,984,ONY1250070,14:27:44,14:30:44,O. Ravi Verma,LAG
1,244,XZL6009763,14:12:00,14:13:00,M. Arun Singh,MEX
1,266,CWH8354832,12:01:16,12:02:16,Q. Lakshmi Kumar,TIL
8,1413,JQT9168182,10:57:18,10:59:18,Q. Kavya Naidu,ZAR
5,1098,KLS8798076,14:18:51,14:20:51,B. Vikram Babu,ZAR
3,692,OHA5971699,10:23:53,10:26:53,B. Vikram Sharma,VUN
1,227,YHA4474709,09:11:54,09:14:54,Q. Lakshmi Kumar,TIL
1,23,XXG5964393,09:47:10,09:49:10,D. Kavya Das,RYX
3,628,HHW9798934,11:42:25,11:43:25,E. Latha Yadav,ZAR
4,995,QNN0394060,10:04:07,10:06:07,O. Ravi Verma,LAG
3,723,RKK8604233,09:31:49,09:33:49,E. Meena Das,LAG
2,428,APU4900228,16:08:30,16:11:30,G. Priya Babu,NOD
8,1515,JFL2966383,08:32:23,08:35:23,N. Kiran Babu,WUF
6,1246,OXY9945853,12:12:49,12:15:49,D. Vikram Joshi,MEX
2,402,MYD1170330,12:34:17,12:37:17,Z. Manoj Sharma,VUN
1,63,TPG3112089,14:59:57,15:01:57,D. Kavya Das,RYX
1,301,TKQ0184013,11:14:48,11:15:48,D. Kavya Das,RYX
4,797,MOI4028627,10:39:10,10:40:10,U. Anil Babu,QOP
2,490,MOC0160071,13:49:27,13:51:27,A. Priya Babu,WUF
8,1475,RFL4549005,08:28:54,08:30:54,N. Vijay Das,VUN
3,742,VHC7844289,13:18:46,13:21:46,B. Vikram Sharma,VUN
2,511,FOU8428503,14:16:21,14:18:21,Z. Manoj Sharma,VUN
7,1313,UFS1929429,09:17:43,09:18:43,F. Kavya Joshi,KEM
8,1444,DXK3515003,14:28:49,14:29:49,N. Kiran Babu,WUF
5,1065,XIZ6331426,13:27:25,13:28:25,D. Manoj Joshi,QOP
5,1086,TTZ6493893,16:14:16,16:16:16,T. Lakshmi Verma,TIL
2,502,HMI3289039,15:57:10,15:59:10,A. Priya Babu,WUF
2,399,AMF8331780,08:13:54,08:16:54,G. Priya Babu,NOD
4,803,XNF5855349,10:04:46,10:06:46,K. Rahul Sharma,MEX
6,1212,UJI9665373,10:52:59,10:53:59,U. Sanjay Yadav,BIR
2,453,WZQ1697329,09:34:47,09:37:47,A. Priya Babu,WUF
1,190,WZW7353400,16:03:59,16:05:59,D. Kavya Das,RYX
5,1058,XIP4810036,11:16:23,11:19:23,T. Lakshmi Verma,TIL
8,1491,FKW4034874,14:47:31,14:49:31,N. Vijay Das,VUN
1,92,WFO4514454,13:43:38,13:46:38,M. Arun Singh,MEX
8,1418,YRH5618021,08:30:14,08:32:14,N. Kiran Babu,WUF
2,426,TFX0561978,13:02:19,13:04:19,Z. Manoj Sharma,VUN
4,806,OXP6221986,11:11:20,11:14:20,O. Ravi Verma,LAG
2,462,DKQ2150244,11:58:44,12:01:44,A. Priya Babu,WUF
8,1437,MSP1242474,12:04:45,12:05:45,Q. Kavya Naidu,ZAR
4,869,OVI7953078,13:23:22,13:25:22,O. Ravi Verma,LAG
3,598,CWD3750214,08:48:38,08:50:38,B. Vikram Sharma,VUN
1,193,BPF7515829,12:52:32,12:54:32,M. Arun Singh,MEX
3,661,BYJ4095598,15:11:50,15:13:50,E. Meena Das,LAG
4,1000,IRZ7612229,15:01:08,15:04:08,O. Ravi Verma,LAG
1,69,RFE3184715,14:57:52,14:58:52,U. Anil Kumar,ZAR
3,763,LOO6263454,13:59:45,14:01:45,A. Rahul Verma,MEX
5,1048,WHS2254890,12:00:17,12:03:17,B. Vikram Babu,ZAR
7,1352,LUL8222704,16:18:22,16:21:22,C. Latha Singh,BIR
3,638,QAS6852176,10:17:50,10:20:50,E. Latha Yadav,ZAR
5,1113,ZZU2000430,09:54:08,09:57:08,D. Manoj Joshi,QOP
1,319,NLX4048290,09:15:37,09:16:37,U. Anil Kumar,ZAR
4,816,VIE3196157,09:02:09,09:03:09,O. Ravi Verma,LAG
1,152,VEU7962872,13:13:08,13:15:08,D. Kavya Das,RYX
1,246,WJR1861905,15:46:51,15:48:51,M. Arun Singh,MEX
8,1452,UQD5985854,15:00:52,15:02:52,V. Sita Naidu,KEM
5,1093,YPQ2728377,12:33:49,12:36:49,D. Manoj Joshi,QOP
1,328,LQM4560110,15:05:00,15:06:00,D. Kavya Das,RYX
5,1127,TRC3598959,12:42:03,12:43:03,B. Vikram Babu,ZAR
4,872,SVX8324272,16:29:04,16:32:04,K. Rahul Sharma,MEX
7,1320,YBR2937616,16:08:34,16:10:34,F. Kavya Joshi,KEM
1,276,YEF9764850,15:44:48,15:45:48,D. Kavya Das,RYX
6,1160,KLR4574530,09:33:26,09:34:26,D. Vikram Joshi,MEX
3,741,ROX2575329,11:48:17,11:51:17,E. Meena Das,LAG
2,564,MTN7003474,10:38:49,10:41:49,A. Priya Babu,WUF
1,119,IOZ9131415,08:57:35,09:00:35,U. Anil Kumar,ZAR
3,621,PDS2443601,08:01:36,08:03:36,B. Vikram Sharma,VUN
4,957,WEL6558577,16:02:11,16:04:11,Q. Radha Yadav,VUN
2,561,FUR2476027,16:40:01,16:41:01,G. Priya Babu,NOD
4,826,QUU6750779,09:30:20,09:33:20,U. Anil Babu,QOP
5,1111,XHA9263398,15:37:45,15:40:45,D. Manoj Joshi,QOP
2,546,UHT4443838,15:58:27,16:01:27,A. Priya Babu,WUF
1,28,MNK7918159,10:05:49,10:08:49,M. Arun Singh,MEX
3,748,WYZ7492436,16:41:08,16:44:08,A. Rahul Verma,MEX
2,455,NMB7609246,13:32:56,13:35:56,G. Priya Babu,NOD
1,50,IJT8783180,15:29:01,15:31:01,Q. Lakshmi Kumar,TIL
7,1327,KNI3079144,12:36:05,12:38:05,F. Kavya Joshi,KEM
3,633,GMN2754142,16:55:13,16:58:13,B. Vikram Sharma,VUN
2,504,LPF4418585,15:54:52,15:56:52,A. Priya Babu,WUF
6,1219,ZNJ5156064,12:51:04,12:53:04,B. Lakshmi Naidu,RYX
5,1088,DNR9966024,14:15:10,14:18:10,B. Vikram Babu,ZAR
5,1075,JAS2878226,13:35:42,13:37:42,T. Lakshmi Verma,TIL
3,785,PWF2823951,13:26:19,13:29:19,E. Latha Yadav,ZAR
7,1278,VVI9390218,08:15:50,08:18:50,C. Latha Singh,BIR
5,1059,SYD7403908,12:25:16,12:26:16,D. Manoj Joshi,QOP
3,736,YES8602152,12:51:32,12:52:32,B. Vikram Sharma,VUN
4,978,YRS0742527,13:14:15,13:15:15,K. Rahul Sharma,MEX
1,334,NPU7558446,14:19:41,14:22:41,D. Kavya Das,RYX
1,334,SRA1749838,15:27:11,15:29:11,D. Kavya Das,RYX
1,7,YHJ4210472,15:06:10,15:09:10,M. Arun Singh,MEX
3,648,RJU7346302,08:18:18,08:21:18,E. Latha Yadav,ZAR
2,430,YHV9134548,15:26:15,15:28:15,A. Priya Babu,WUF
3,723,CHL5465049,12:53:02,12:54:02,E. Meena Das,LAG
4,988,PQL3318866,15:15:03,15:18:03,Q. Radha Yadav,VUN
7,1343,UUN2955971,15:35:52,15:38:52,V. Priya Babu,LAG
1,36,SZN2099234,10:38:00,10:39:00,D. Kavya Das,RYX
2,466,YWR5756870,15:49:53,15:50:53,A. Priya Babu,WUF
2,397,WBL1024333,10:06:15,10:09:15,Z. Manoj Sharma,VUN
3,633,GKE5484649,10:26:56,10:28:56,B. Vikram Sharma,VUN
1,49,EFQ2429187,15:28:23,15:30:23,M. Arun Singh,MEX
1,87,WOC9744804,15:12:22,15:13:22,D. Kavya Das,RYX
4,823,DYQ8958297,16:45:18,16:47:18,O. Ravi Verma,LAG
1,213,HDD8692253,15:41:19,15:43:19,U. Anil Kumar,ZAR
3,615,OTK2364117,08:02:13,08:03:13,E. Latha Yadav,ZAR
5,1094,HIH5932646,15:39:22,15:41:22,D. Manoj Joshi,QOP
1,164,XFU4464029,09:28:48,09:30:48,Q. Lakshmi Kumar,TIL
8,1513,WQP1552061,11:40:54,11:41:54,N. Vijay Das,VUN
1,278,WMG8182964,08:29:38,08:30:38,U. Anil Kumar,ZAR
6,1181,QSQ9541340,08:54:20,08:57:20,U. Radha Singh,KEM
1,169,ZCF4234402,16:18:07,16:19:07,D. Kavya Das,RYX
2,492,JNK9695120,16:04:51,16:05:51,G. Priya Babu,NOD
2,394,DDZ9806675,12:45:28,12:46:28,G. Priya Babu,NOD
4,947,MIU7351642,09:07:16,09:08:16,U. Anil Babu,QOP
8,1410,XQW9881321,14:18:22,14:20:22,N. Kiran Babu,WUF
4,833,SUF4915194,14:56:45,14:59:45,Q. Radha Yadav,VUN
4,813,ALB4343204,08:05:06,08:08:06,K. Rahul Sharma,MEX
5,1087,ZXM9059521,12:43:36,12:44:36,B. Vikram Babu,ZAR
8,1454,QYZ2481120,11:48:59,11:49:59,N. Vijay Das,VUN
1,113,XZS5734737,09:13:33,09:16:33,U. Anil Kumar,ZAR
4,962,EAN2007432,09:44:39,09:45:39,Q. Radha Yadav,VUN
1,278,XKN2464070,09:21:31,09:22:31,M. Arun Singh,MEX
1,212,ZIJ3499324,11:06:19,11:08:19,Q. Lakshmi Kumar,TIL
8,1392,UNO8884263,15:50:56,15:52:56,N. Kiran Babu,WUF
3,698,ION0450097,09:21:05,09:24:05,A. Rahul Verma,MEX
8,1425,YKR7802700,11:33:16,11:34:16,Q. Kavya Naidu,ZAR
7,1352,KOG7422898,13:39:07,13:41:07,V. Priya Babu,LAG
6,1174,SJA6737050,10:15:06,10:18:06,D. Vikram Joshi,MEX
4,830,FDG0635770,13:28:11,13:30:11,U. Anil Babu,QOP
4,1003,QFE4463676,09:26:04,09:28:04,Q. Radha Yadav,VUN
7,1366,FWG3948106,09:42:49,09:43:49,F. Kavya Joshi,KEM
4,833,BJK1168849,10:06:48,10:09:48,O. Ravi Verma,LAG
4,983,YVB2132468,08:53:33,08:56:33,Q. Radha Yadav,VUN
4,968,IBF7643622,14:26:40,14:29:40,U. Anil Babu,QOP
8,1518,PLJ6563535,14:41:43,14:43:43,N. Kiran Babu,WUF
2,559,VOQ4728396,08:14:34,08:17:34,A. Priya Babu,WUF
1,299,TFM5252930,16:55:18,16:56:18,D. Kavya Das,RYX
1,113,TBL1690176,11:19:52,11:22:52,M. Arun Singh,MEX
4,892,ZOR7360385,08:57:36,09:00:36,Q. Radha Yadav,VUN
2,446,VGE2900470,13:06:18,13:08:18,G. Priya Babu,NOD
4,818,QNU1239009,08:05:35,08:07:35,U. Anil Babu,QOP
6,1176,DZN2183566,11:29:05,11:32:05,U. Radha Singh,KEM
4,834,ZKB2819855,11:02:36,11:03:36,K. Rahul Sharma,MEX
8,1452,IAC3658846,08:08:43,08:09:43,N. Kiran Babu,WUF
3,757,LLP4911085,13:32:45,13:33:45,E. Latha Yadav,ZAR
7,1299,ZFK0912914,13:44:52,13:46:52,F. Kavya Joshi,KEM
8,1514,GRI6732122,13:29:09,13:30:09,Q. Kavya Naidu,ZAR
1,58,BXR8565990,13:12:20,13:15:20,U. Anil Kumar,ZAR
1,266,ZMH3598812,10:49:58,10:51:58,Q. Lakshmi Kumar,TIL
4,911,ZON5259767,08:29:38,08:32:38,Q. Radha Yadav,VUN
2,479,OFI4989648,15:20:44,15:21:44,A. Priya Babu,WUF
7,1302,INV2841831,13:45:02,13:48:02,C. Latha Singh,BIR
3,712,RIZ9256335,12:40:44,12:43:44,A. Rahul Verma,MEX
2,467,XWS3027557,12:03:58,12:06:58,G. Priya Babu,NOD
1,45,EFO3386108,13:45:09,13:47:09,U. Anil Kumar,ZAR
4,869,CSN1526174,13:45:57,13:48:57,U. Anil Babu,QOP
2,451,GOQ4308091,15:43:46,15:44:46,Z. Manoj Sharma,VUN
3,735,EEZ6647048,14:53:44,14:56:44,E. Latha Yadav,ZAR
3,732,YMR3614404,11:50:32,11:52:32,E. Meena Das,LAG
8,1475,PWF5897076,10:35:44,10:37:44,N. Vijay Das,VUN
7,1362,KAO3729863,15:09:05,15:11:05,C. Latha Singh,BIR
1,53,TOY1465173,08:46:29,08:49:29,M. Arun Singh,MEX
8,1404,FGY8402068,11:35:30,11:38:30,Q. Kavya Naidu,ZAR
6,1175,QGR4840912,11:10:15,11:11:15,D. Vikram Joshi,MEX
1,7,ENM2487472,08:57:58,08:58:58,D. Kavya Das,RYX
3,685,ZZP9797091,11:50:00,11:51:00,A. Rahul Verma,MEX
1,316,KAP2802239,12:31:41,12:33:41,D. Kavya Das,RYX
4,881,WMB1963935,11:35:30,11:36:30,O. Ravi Verma,LAG
6,1243,WNP4924749,14:23:59,14:26:59,D. Vikram Joshi,MEX
4,973,KPT2704182,15:03:55,15:06:55,O. Ravi Verma,LAG
6,1204,QBZ0383518,13:11:15,13:13:15,U. Sanjay Yadav,BIR
5,1054,IVO3986783,12:34:18,12:35:18,B. Vikram Babu,ZAR
6,1245,AII3835561,13:27:13,13:29:13,B. Lakshmi Naidu,RYX
4,1014,OYK5971008,12:58:41,13:01:41,O. Ravi Verma,LAG
5,1097,AEV9489307,08:23:48,08:25:48,T. Lakshmi Verma,TIL
1,138,ONS6410332,15:27:07,15:30:07,D. Kavya Das,RYX
5,1036,ISZ9546771,13:18:54,13:21:54,T. Lakshmi Verma,TIL
4,906,GRX0965382,15:02:16,15:05:16,U. Anil Babu,QOP
1,139,SOD5323413,13:15:23,13:16:23,U. Anil Kumar,ZAR
1,341,IQK8325926,15:21:13,15:22:13,D. Kavya Das,RYX
1,28,FWE6698817,13:07:23,13:09:23,Q. Lakshmi Kumar,TIL
8,1427,ATP1617622,09:48:08,09:50:08,N. Kiran Babu,WUF
4,877,EGT3415175,09:12:31,09:14:31,U. Anil Babu,QOP
3,732,SOM2696477,12:09:33,12:12:33,A. Rahul Verma,MEX
2,575,YHC0288345,10:57:29,10:59:29,A. Priya Babu,WUF
1,325,OOS8422779,09:17:27,09:18:27,U. Anil Kumar,ZAR
4,982,XTZ6432299,14:36:50,14:38:50,U. Anil Babu,QOP
1,75,ACO2017891,14:28:37,14:29:37,M. Arun Singh,MEX
1,226,JFW7128070,12:31:08,12:33:08,M. Arun Singh,MEX
5,1086,VAT6185080,12:08:11,12:11:11,D. Manoj Joshi,QOP
4,825,MKG5517770,12:04:25,12:06:25,O. Ravi Verma,LAG
2,438,BAW0572616,11:50:54,11:52:54,G. Priya Babu,NOD
1,303,KUJ2387427,10:46:23,10:49:23,M. Arun Singh,MEX
3,749,XVG5571427,12:04:33,12:06:33,A. Rahul Verma,MEX
1,246,KTT6546505,13:56:15,13:57:15,M. Arun Singh,MEX
6,1143,CAC1003315,10:42:23,10:45:23,U. Radha Singh,KEM
1,291,RIQ8602701,09:20:01,09:22:01,D. Kavya Das,RYX
2,403,RME6400695,09:16:19,09:17:19,G. Priya Babu,NOD
8,1497,GZI3102028,09:51:37,09:54:37,N. Vijay Das,VUN
3,771,JDS2667609,08:40:56,08:42:56,E. Latha Yadav,ZAR
5,1067,DEP9418343,13:48:34,13:51:34,D. Manoj Joshi,QOP
6,1216,WES7874609,13:41:29,13:43:29,U. Radha Singh,KEM
7,1332,YHF1712971,11:06:50,11:08:50,F. Kavya Joshi,KEM
2,502,OTU3711243,13:52:46,13:53:46,A. Priya Babu,WUF
1,175,XPP6365707,12:21:40,12:22:40,D. Kavya Das,RYX
5,1035,MCY2408520,11:11:16,11:14:16,T. Lakshmi Verma,TIL
3,700,CXF4464662,11:37:02,11:40:02,B. Vikram Sharma,VUN
2,431,AET2650371,09:38:48,09:40:48,Z. Manoj Sharma,VUN
2,394,XNS5479711,14:32:04,14:34:04,Z. Manoj Sharma,VUN
1,31,KGH6659553,12:55:13,12:57:13,D. Kavya Das,RYX
8,1413,KSG5340870,15:29:19,15:30:19,N. Kiran Babu,WUF
1,198,YWG5424176,16:41:43,16:44:43,D. Kavya Das,RYX
3,690,QPE9871710,10:12:00,10:13:00,A. Rahul Verma,MEX
8,1413,WPP8016689,12:33:16,12:36:16,N. Kiran Babu,WUF
1,44,CSM0448198,08:59:19,09:00:19,D. Kavya Das,RYX
8,1478,LYI9026495,09:44:21,09:47:21,N. Kiran Babu,WUF
2,513,VIU3922564,16:18:08,16:21:08,NOTA,NOTA
1,219,BRN2015823,10:36:36,10:38:36,D. Kavya Das,RYX
8,1509,EFK8891418,12:50:38,12:53:38,V. Sita Naidu,KEM
2,386,PZP3511285,13:52:04,13:54:04,G. Priya Babu,NOD
5,1099,HWD0055602,12:16:27,12:18:27,T. Lakshmi Verma,TIL
3,698,MVN4220407,12:34:00,12:36:00,E. Latha Yadav,ZAR
6,1198,TPQ4142592,11:24:52,11:25:52,U. Radha Singh,KEM
2,528,XYL4884694,12:20:51,12:22:51,A. Priya Babu,WUF
5,1114,UZR0495066,13:57:38,14:00:38,D. Manoj Joshi,QOP
4,812,TTX6732324,15:32:01,15:35:01,U. Anil Babu,QOP
4,947,AOJ2541256,13:00:13,13:01:13,K. Rahul Sharma,MEX
3,633,HOQ0577838,11:35:20,11:38:20,E. Latha Yadav,ZAR
6,1158,TUW2761940,16:28:52,16:30:52,D. Vikram Joshi,MEX
4,932,KKD6468319,12:30:58,12:33:58,Q. Radha Yadav,VUN
1,335,ODV9313075,14:46:58,14:48:58,M. Arun Singh,MEX
8,1483,EXU9142622,11:05:01,11:08:01,V. Sita Naidu,KEM
1,99,XUK2801115,09:22:27,09:23:27,U. Anil Kumar,ZAR
6,1181,OSL5514289,12:52:52,12:53:52,D. Vikram Joshi,MEX
2,544,HUG6714267,09:08:07,09:11:07,Z. Manoj Sharma,VUN
3,745,YDL8948541,08:31:18,08:33:18,E. Meena Das,LAG
1,177,HOE5953999,12:05:51,12:06:51,M. Arun Singh,MEX
7,1296,ZQT1813136,14:56:12,14:58:12,C. Latha Singh,BIR
1,213,LUQ7853260,11:37:17,11:40:17,D. Kavya Das,RYX
1,21,AOW4831769,15:52:26,15:53:26,D. Kavya Das,RYX
7,1311,QCZ9288565,15:32:43,15:33:43,C. Latha Singh,BIR
1,261,WKI4939761,12:25:41,12:27:41,D. Kavya Das,RYX
1,81,KFF6788384,11:49:17,11:50:17,D. Kavya Das,RYX
8,1528,MJW2706829,10:06:10,10:09:10,N. Vijay Das,VUN
7,1369,ZJN2681316,10:09:36,10:12:36,F. Kavya Joshi,KEM
1,181,LMU1656812,12:53:57,12:54:57,D. Kavya Das,RYX
3,685,KCG4650796,08:01:18,08:02:18,B. Vikram Sharma,VUN
2,395,EPY1349555,12:18:23,12:21:23,A. Priya Babu,WUF
1,278,CRA4287722,11:31:15,11:33:15,Q. Lakshmi Kumar,TIL
4,958,VAC4911658,12:20:48,12:22:48,Q. Radha Yadav,VUN
3,693,EGG1122739,16:23:13,16:24:13,B. Vikram Sharma,VUN
1,68,KQF2967505,12:15:19,12:17:19,U. Anil Kumar,ZAR
5,1087,HQU6838136,14:44:02,14:46:02,B. Vikram Babu,ZAR
3,742,SNM0198883,12:47:47,12:49:47,E. Latha Yadav,ZAR
3,744,ZRO3096433,11:10:13,11:12:13,B. Vikram Sharma,VUN
4,825,QGT8094890,08:00:23,08:01:23,Q. Radha Yadav,VUN
1,350,AQX1348666,14:39:25,14:42:25,U. Anil Kumar,ZAR
1,9,FYJ8360535,12:59:38,13:01:38,U. Anil Kumar,ZAR
8,1460,GNT7410639,16:19:56,16:20:56,N. Vijay Das,VUN
3,689,IKL2218432,08:35:17,08:37:17,E. Latha Yadav,ZAR
3,736,NKH4593305,10:30:45,10:31:45,E. Latha Yadav,ZAR
4,799,MLV6706073,10:26:29,10:27:29,Q. Radha Yadav,VUN
8,1520,WUH4100333,16:50:06,16:51:06,V. Sita Naidu,KEM
1,300,BCB1925424,13:37:51,13:39:51,Q. Lakshmi Kumar,TIL
5,1109,UTM3781188,14:15:23,14:16:23,B. Vikram Babu,ZAR
1,203,HZH1123471,14:00:29,14:01:29,Q. Lakshmi Kumar,TIL
1,140,DCT8546971,12:11:24,12:14:24,M. Arun Singh,MEX
3,591,WBP4002125,13:49:42,13:52:42,E. Latha Yadav,ZAR
4,935,SZF7615975,13:55:08,13:56:08,U. Anil Babu,QOP
8,1441,VJO2873188,15:24:08,15:25:08,Q. Kavya Naidu,ZAR
8,1392,RVP0157440,12:41:39,12:42:39,Q. Kavya Naidu,ZAR
1,281,VHG4167487,13:38:17,13:40:17,M. Arun Singh,MEX
8,1414,FFU0565028,13:20:27,13:21:27,Q. Kavya Naidu,ZAR
2,364,DSN9778550,10:49:41,10:50:41,G. Priya Babu,NOD
8,1437,HHX0558417,14:02:29,14:04:29,Q. Kavya Naidu,ZAR
5,1076,HRM3782244,13:30:17,13:31:17,B. Vikram Babu,ZAR
