Voter ID,Name,Gender,DOB,Father's Name / Husband's Name
FFJ3170488,G. Manoj Naidu,Male,1958-05-24,Kiran Reddy
XGA0663378,H. Ravi Yadav,Male,1942-04-09,Manoj Reddy
FEN4723785,Y. Kiran Joshi,Male,1980-10-20,Rahul Naidu
RMW1710282,M. Ravi Verma,Male,1937-06-12,Vijay Kumar
ZXC1476014,I. Rahul Verma,Male,1993-12-09,Rahul Das
OMS1433002,M. Ravi Joshi,Male,1938-06-11,Kiran Das
EHH4459510,E. Meena Singh,Female,1949-05-11,Kiran Das
RHE4088559,F. Sneha Joshi,Female,1986-02-01,Kiran Yadav
UQX8263711,U. Ravi Singh,Male,1968-02-11,Suresh Yadav
ASK0599390,V. Anjali Joshi,Female,1955-04-30,Rahul Singh
BDA6626152,Q. Suresh Kumar,Male,1940-09-01,Vijay Sharma
PZK2340675,I. Rahul Verma,Male,1961-03-03,Anil Verma
NCL5743865,S. Manoj Babu,Male,1993-08-09,Kiran Yadav
RMX6521639,R. Sanjay Das,Male,1946-12-25,Anil Babu
NJU7475880,S. Meena Sharma,Female,1992-09-01,Vijay Yadav
HZU5144140,V. Vijay Singh,Male,1944-04-18,Kiran Singh
XPY2016730,R. Sneha Sharma,Female,2000-02-14,Rahul Sharma
SUE2208401,W. Anil Yadav,Male,1995-02-07,Rahul Kumar
FQX9191892,O. Radha Singh,Female,1978-04-16,Anil Kumar
PWA1668994,T. Latha Naidu,Female,1976-04-12,Sanjay Babu
MPJ0708954,L. Radha Verma,Female,2005-05-09,Kiran Babu
AAW4682315,F. Divya Sharma,Female,1945-11-16,Rahul Verma
REH4694012,Q. Suresh Das,Male,1953-04-08,Sanjay Kumar
HCH9399335,K. Rahul Singh,Male,1993-01-30,Ravi Yadav
YXX0061192,D. Sita Verma,Female,1962-12-30,Anil Babu
BPN2205477,Z. Kiran Babu,Male,2004-05-09,Rahul Yadav
SUR0934160,N. Vijay Joshi,Male,2002-11-22,Manoj Yadav
YBD3363832,T. Suresh Reddy,Male,1940-09-30,Rahul Yadav
ZCD0857781,A. Suresh Reddy,Male,1979-02-04,Sanjay Yadav
IWR2162189,N. Kiran Reddy,Male,1983-07-17,Manoj Singh
WGZ7498495,G. Arun Kumar,Male,1970-12-12,Arun Das
VXM0264158,S. Anil Joshi,Male,1986-03-18,Anil Sharma
YUN5187975,T. Kavya Sharma,Female,1953-05-06,Manoj Joshi
NAD5900757,F. Lakshmi Reddy,Female,1940-10-27,Suresh Kumar
CQN0080825,U. Anil Sharma,Male,1935-07-15,Vijay Kumar
DVE3325709,L. Latha Joshi,Female,1989-02-23,Rahul Reddy
JCV4964339,W. Divya Sharma,Female,1983-07-31,Vikram Das
XGR0743420,D. Anjali Joshi,Female,1940-11-01,Sanjay Das
ZNW9234848,E. Meena Das,Female,1974-03-26,Rahul Naidu
VKB2825629,Z. Suresh Reddy,Male,1982-04-08,Vikram Yadav
FMT8177952,R. Latha Singh,Female,1950-06-05,Manoj Babu
KRM5681465,L. Rahul Reddy,Male,1994-06-30,Rahul Verma
HCE6764263,K. Anil Naidu,Male,1974-06-01,Anil Verma
TIL0568979,S. Vijay Kumar,Male,1941-05-04,Vijay Reddy
KEU2983624,V. Arun Naidu,Male,1962-11-13,Kiran Reddy
PHH7278074,S. Lakshmi Joshi,Female,1939-07-18,Vijay Naidu
HSZ5984582,C. Meena Reddy,Female,1954-02-18,Sanjay Das
RTY4206162,V. Radha Sharma,Female,1959-04-14,Kiran Sharma
WAB6274317,J. Sita Das,Female,1986-08-24,Arun Babu
FJO1766989,X. Sneha Reddy,Female,1952-10-11,Anil Joshi
RBC9359359,R. Vijay Sharma,Male,1945-04-06,Sanjay Singh
HBZ6729227,L. Ravi Naidu,Male,1965-09-11,Vikram Kumar
KOS8937257,V. Latha Das,Female,1946-01-25,Vikram Reddy
GGA7269629,E. Latha Joshi,Female,1971-10-14,Rahul Singh
VFG8863496,G. Rahul Sharma,Male,1949-01-08,Rahul Verma
HJB0767222,J. Sita Yadav,Female,2005-02-06,Manoj Joshi
SSR5266890,Q. Suresh Reddy,Male,1948-05-18,Ravi Kumar
GSU3636869,Q. Priya Das,Female,1986-07-31,Arun Babu
ZMS6955038,S. Arun Naidu,Male,1967-05-30,Ravi Babu
IPD7089936,J. Sita Yadav,Female,1938-09-07,Anil Singh
NIH1699351,L. Kiran Das,Male,2006-11-06,Ravi Babu
QDZ6019131,P. Vikram Verma,Male,1941-07-08,Manoj Kumar
EXO5243560,S. Sanjay Das,Male,1989-09-08,Manoj Naidu
OAV7789445,O. Divya Singh,Female,1942-06-04,Ravi Sharma
ICV7752311,L. Arun Sharma,Male,1985-09-20,Anil Reddy
OAX0000964,A. Arun Yadav,Male,2005-04-24,Suresh Kumar
RCA0093641,W. Meena Joshi,Female,1978-08-18,Suresh Babu
TUE2300009,M. Latha Joshi,Female,1994-06-11,Arun Singh
YAM2727878,H. Manoj Yadav,Male,1968-01-29,Ravi Reddy
JZY0051573,F. Latha Reddy,Female,1956-12-13,Anil Verma
ZQL7473454,S. Latha Verma,Female,1997-10-23,Rahul Yadav
MQR8274059,G. Radha Singh,Female,1946-02-14,Ravi Reddy
ZWZ2324877,T. Anjali Yadav,Female,1991-12-04,Suresh Das
QMB4984306,U. Kiran Yadav,Male,1995-08-15,Rahul Reddy
XCN8446105,L. Radha Babu,Female,1949-02-14,Vikram Verma
IOF9301902,E. Arun Verma,Male,1965-10-24,Suresh Kumar
NAM5362622,U. Anil Babu,Male,1970-03-23,Rahul Babu
FNP1788745,P. Rahul Joshi,Male,1987-10-26,Ravi Verma
XDE1717879,P. Anjali Reddy,Female,1958-12-24,Ravi Naidu
FXA5245061,V. Vikram Singh,Male,1949-02-03,Vikram Verma
GCM8088383,S. Meena Joshi,Female,1995-02-15,Anil Sharma
RRG1477487,C. Sita Das,Female,1981-08-15,Suresh Singh
OEI3697274,O. Radha Joshi,Female,1972-02-18,Ravi Yadav
QLI4654488,F. Suresh Babu,Male,1952-09-24,Vijay Reddy
EXB0579979,M. Manoj Joshi,Male,1998-02-16,Arun Verma
LFQ1175090,L. Anjali Naidu,Female,1945-09-07,Suresh Verma
XEL4726695,W. Kiran Joshi,Male,1948-02-09,Vijay Verma
TCD2745375,P. Kavya Yadav,Female,1940-07-06,Anil Sharma
UXY2987525,O. Ravi Singh,Male,1944-07-10,Vikram Joshi
QDZ8060991,A. Suresh Reddy,Male,1968-12-08,Rahul Singh
HHF2913959,Q. Kiran Reddy,Male,1970-11-28,Suresh Reddy
AXR9151795,A. Vikram Singh,Male,2005-03-18,Rahul Verma
WDM5608913,M. Lakshmi Joshi,Female,1995-08-01,Ravi Singh
UZC0132529,E. Vijay Naidu,Male,1950-06-19,Vikram Naidu
VUC4662532,P. Arun Sharma,Male,1992-05-10,Rahul Joshi
EAA4695465,E. Divya Reddy,Female,1942-07-22,Vijay Verma
XHJ9613766,E. Suresh Babu,Male,1978-01-22,Sanjay Kumar
JFV1812950,W. Rahul Singh,Male,1942-02-26,Anil Verma
HVL2485037,Q. Meena Naidu,Female,1976-07-09,Vikram Reddy
KVG0897064,U. Vikram Sharma,Male,1974-11-06,Vijay Joshi
USV3416306,Z. Sita Verma,Female,1963-09-28,Manoj Sharma
CDY1011485,Z. Rahul Das,Male,1973-08-15,Suresh Yadav
PZU4987057,B. Sanjay Reddy,Male,1939-08-01,Vijay Yadav
XCC6097070,L. Vikram Reddy,Male,1959-02-13,Ravi Sharma
PZU5263698,B. Manoj Naidu,Male,1954-08-11,Kiran Singh
ESD7279878,G. Anjali Reddy,Female,1979-12-14,Anil Joshi
OSV5794961,Q. Rahul Reddy,Male,1949-10-12,Arun Das
IHR3130498,D. Sanjay Joshi,Male,1974-06-23,Suresh Sharma
XKB5756183,Z. Radha Das,Female,2003-04-25,Arun Yadav
JZM8829029,M. Arun Singh,Male,1962-05-01,Ravi Das
RCC5625331,J. Sanjay Verma,Male,1975-12-29,Ravi Singh
DVC3292890,R. Suresh Das,Male,1980-01-23,Vikram Singh
UAC4531691,U. Ravi Naidu,Male,2005-10-16,Suresh Das
FDT7039943,K. Divya Verma,Female,1995-06-25,Suresh Naidu
IES7966004,M. Manoj Reddy,Male,1987-01-16,Manoj Yadav
BFP2081559,W. Arun Singh,Male,1951-06-05,Sanjay Reddy
ZGN4999444,B. Rahul Joshi,Male,1950-05-12,Arun Verma
RLM8468789,D. Arun Singh,Male,1936-05-01,Anil Das
LNX8900667,R. Sita Joshi,Female,1993-04-07,Vijay Naidu
VEX6361478,Z. Ravi Yadav,Male,1944-07-28,Suresh Joshi
DCN7898331,P. Rahul Reddy,Male,1998-02-28,Arun Babu
ALL4587572,Z. Rahul Das,Male,1938-10-31,Arun Das
BXL9220736,G. Kiran Reddy,Male,1939-06-14,Ravi Yadav
CXT7252201,I. Radha Naidu,Female,1991-10-03,Ravi Naidu
IDR2141774,P. Rahul Kumar,Male,1941-02-26,Rahul Das
FCI7200025,W. Kiran Das,Male,1977-05-11,Arun Verma
GYC8391189,N. Vikram Naidu,Male,2004-10-10,Manoj Joshi
QZX4655084,F. Kavya Singh,Female,2004-01-02,Rahul Joshi
DYE1223886,K. Suresh Das,Male,1968-02-14,Kiran Reddy
WFP1581270,E. Meena Verma,Female,1966-05-23,Arun Reddy
XCA5312474,N. Manoj Naidu,Male,1948-10-19,Anil Sharma
YUC7488762,L. Latha Yadav,Female,1991-10-24,Suresh Kumar
IVG3734382,C. Sneha Joshi,Female,1981-02-23,Vijay Yadav
PBY6431031,M. Vijay Sharma,Male,1985-10-30,Sanjay Joshi
DJL1056900,L. Sneha Babu,Female,1948-08-16,Anil Das
YAJ3497590,J. Manoj Reddy,Male,1941-05-01,Kiran Singh
QFL5377256,H. Radha Joshi,Female,1997-06-08,Sanjay Das
WGD5051624,J. Vijay Reddy,Male,2002-05-14,Rahul Kumar
PQW0094995,Y. Vikram Reddy,Male,1937-03-12,Vikram Das
MAP6905352,R. Kiran Joshi,Male,1978-11-09,Arun Sharma
ZEJ6219297,Q. Ravi Kumar,Male,1935-03-18,Ravi Kumar
YHE1753817,M. Kiran Babu,Male,1977-06-08,Manoj Yadav
MDK0239374,T. Sita Singh,Female,1965-03-19,Rahul Yadav
VOG5146493,N. Arun Yadav,Male,1975-12-05,Arun Kumar
ZNU2798734,M. Latha Singh,Female,1959-12-03,Sanjay Joshi
JPI8560200,B. Vijay Verma,Male,1976-08-01,Anil Kumar
OVH6535617,P. Sita Kumar,Female,1981-09-30,Arun Singh
IBB1766523,U. Rahul Sharma,Male,1979-04-01,Sanjay Naidu
VTF2269918,B. Lakshmi Naidu,Female,1936-04-19,Vijay Reddy
JTS1668316,R. Sneha Yadav,Female,1963-07-24,Suresh Joshi
BAF1755892,U. Anjali Reddy,Female,1950-10-21,Ravi Naidu
QKU5740948,D. Anil Kumar,Male,1946-03-22,Vijay Singh
BUP9290674,Y. Ravi Sharma,Male,1966-03-18,Rahul Reddy
UXS0753045,H. Anil Babu,Male,1946-11-15,Vikram Yadav
SNN3636685,I. Sanjay Verma,Male,1981-01-28,Vijay Das
GYV2508334,C. Divya Naidu,Female,1955-05-06,Vijay Kumar
GTY1615653,S. Vikram Joshi,Male,2001-10-12,Manoj Naidu
QFH4182480,Y. Rahul Verma,Male,1956-12-17,Suresh Das
MRF9914936,E. Sita Joshi,Female,2003-03-30,Vikram Das
BMD5671137,B. Divya Yadav,Female,1951-07-06,Arun Singh
MTW9210525,X. Priya Sharma,Female,1986-07-08,Suresh Joshi
YYX6008632,W. Anjali Kumar,Female,1981-06-16,Sanjay Sharma
WHE8862579,N. Vijay Kumar,Male,1956-10-30,Suresh Yadav
IPL4010010,O. Manoj Yadav,Male,1994-04-06,Vijay Sharma
WKM4406363,K. Priya Kumar,Female,1993-07-02,Sanjay Naidu
JAZ7330015,B. Kiran Joshi,Male,1993-06-09,Vijay Joshi
DPW9463520,E. Radha Reddy,Female,1999-09-02,Kiran Naidu
FWO7171561,W. Kavya Yadav,Female,1964-05-18,Sanjay Naidu
ZTU4153235,S. Sanjay Yadav,Male,1995-03-10,Anil Verma
CCM5164287,L. Divya Singh,Female,1972-02-11,Ravi Sharma
LUW9553640,N. Vijay Verma,Male,1998-07-26,Vijay Das
GMN9763711,P. Sanjay Joshi,Male,1962-02-22,Anil Kumar
XGM5877425,V. Radha Naidu,Female,2004-11-03,Ravi Joshi
GDU3145810,E. Lakshmi Sharma,Female,1971-02-23,Ravi Verma
PCW5654835,F. Vikram Babu,Male,1994-03-31,Sanjay Joshi
FFK4608686,L. Ravi Sharma,Male,1939-08-24,Manoj Joshi
YVV4141381,T. Sita Singh,Female,1953-05-04,Kiran Singh
VHM0287908,I. Suresh Reddy,Male,1995-06-18,Vikram Babu
FNS1208106,I. Latha Joshi,Female,1961-11-11,Manoj Naidu
MAL1469899,V. Anil Das,Male,1940-09-16,Vijay Reddy
RTU7061653,Z. Latha Reddy,Female,1975-02-13,Rahul Yadav
MBI5753147,X. Kavya Naidu,Female,1996-02-12,Suresh Yadav
HOQ9215091,C. Lakshmi Babu,Female,1965-01-10,Suresh Kumar
MZK4844972,M. Lakshmi Sharma,Female,1949-10-28,Anil Verma
GCT1341833,L. Sita Das,Female,1996-03-03,Vijay Babu
TBP4486833,F. Radha Naidu,Female,1942-06-08,Kiran Yadav
FFJ4678934,N. Kiran Sharma,Male,1992-06-03,Anil Yadav
ACU2107896,F. Kavya Reddy,Female,1991-11-02,Manoj Das
IZR0540319,P. Sneha Das,Female,1954-12-11,Arun Reddy
KDO3595057,W. Kiran Babu,Male,1978-09-10,Kiran Naidu
XDY3179268,I. Meena Naidu,Female,1978-02-15,Kiran Reddy
KAH7621376,D. Sanjay Sharma,Male,1966-06-03,Vikram Reddy
YJH7303653,E. Manoj Naidu,Male,1960-04-30,Manoj Joshi
AXQ3610145,W. Latha Yadav,Female,1957-12-21,Rahul Babu
XVU0582347,S. Arun Singh,Male,2006-08-07,Arun Kumar
UAE3665470,D. Vijay Naidu,Male,1999-10-03,Kiran Verma
PXI4953447,G. Arun Reddy,Male,1938-12-05,Ravi Das
ELC3182873,U. Sneha Babu,Female,1950-06-07,Suresh Kumar
AKJ9582193,D. Divya Kumar,Female,1984-11-06,Kiran Babu
TPK8711757,I. Arun Verma,Male,1981-09-02,Ravi Kumar
HKJ3631789,H. Manoj Babu,Male,1982-12-07,Anil Das
TBN5958395,Q. Sita Singh,Female,1986-12-01,Vijay Reddy
TGD7901885,J. Suresh Naidu,Male,1956-06-27,Suresh Singh
WBA1298916,U. Anil Reddy,Male,1980-11-06,Sanjay Singh
GUH1637332,Q. Suresh Singh,Male,1948-03-21,Ravi Sharma
BXD6280549,L. Anjali Babu,Female,1950-11-29,Vikram Babu
FKF2506337,U. Latha Babu,Female,2000-11-18,Vijay Joshi
TWR9051353,G. Lakshmi Reddy,Female,1949-08-25,Arun Babu
BAN3132994,F. Suresh Babu,Male,2006-08-13,Ravi Kumar
HGB1716996,C. Anil Singh,Male,1954-09-19,Manoj Sharma
MNY2310299,Z. Latha Yadav,Female,2005-10-01,Anil Verma
MHB4910398,G. Meena Joshi,Female,1941-05-04,Suresh Joshi
DRH6889874,W. Divya Babu,Female,1996-11-09,Vijay Singh
DVM7202523,K. Manoj Sharma,Male,1953-09-24,Manoj Reddy
NRZ8481844,W. Sanjay Babu,Male,1981-08-15,Vikram Babu
JEM4000615,U. Kiran Naidu,Male,1979-04-15,Arun Sharma
FBI1887876,X. Priya Joshi,Female,1979-08-26,Vijay Joshi
CCC9901246,Y. Sneha Joshi,Female,1977-06-27,Vikram Babu
GSV9818768,P. Divya Sharma,Female,1967-04-10,Kiran Kumar
ISZ1099748,G. Vijay Naidu,Male,1943-09-17,Arun Yadav
RUA3731095,Z. Arun Yadav,Male,1991-01-23,Ravi Naidu
LCK7769253,I. Radha Reddy,Female,1967-06-10,Manoj Naidu
ECA0754829,K. Lakshmi Reddy,Female,2001-08-12,Anil Kumar
XJF3718482,A. Suresh Babu,Male,1985-04-10,Anil Sharma
NWM9366702,E. Vikram Das,Male,1998-09-04,Suresh Joshi
VUR4342058,K. Anjali Sharma,Female,1975-06-14,Vikram Joshi
VSK3591895,E. Manoj Reddy,Male,1978-11-05,Vikram Verma
TMC5172239,E. Priya Yadav,Female,1997-05-18,Anil Joshi
XFT5011310,P. Suresh Singh,Male,1970-10-01,Ravi Verma
MRW3766240,D. Kiran Yadav,Male,1937-03-24,Vijay Babu
RPL6820060,L. Sneha Das,Female,1993-07-17,Rahul Babu
NMA1448170,N. Rahul Joshi,Male,1939-05-16,Vijay Verma
BYV8684697,I. Ravi Babu,Male,1983-02-21,Anil Sharma
BEA6538892,A. Ravi Sharma,Male,2006-02-01,Sanjay Joshi
DWC1660599,E. Vikram Naidu,Male,1941-04-20,Vijay Joshi
QXZ6934581,P. Rahul Singh,Male,1987-02-27,Kiran Joshi
JTP9683673,N. Ravi Naidu,Male,1977-07-27,Suresh Verma
BRK7566063,W. Sita Sharma,Female,1990-08-28,Arun Sharma
SPY3502039,S. Lakshmi Das,Female,1960-01-08,Suresh Das
WPB1991973,U. Divya Singh,Female,1962-12-31,Vikram Verma
BOC2287650,L. Vikram Das,Male,1983-08-24,Rahul Joshi
COJ8421895,O. Latha Sharma,Female,1997-09-21,Vijay Joshi
NMR2053966,Z. Sanjay Sharma,Male,1964-03-23,Ravi Yadav
LLJ8437403,Y. Latha Kumar,Female,1955-07-26,Vijay Naidu
LQN0168953,G. Divya Reddy,Female,2004-03-07,Sanjay Yadav
TEX6622816,Y. Priya Sharma,Female,1943-10-31,Manoj Naidu
CXX2567265,D. Anil Kumar,Male,1961-12-04,Vikram Naidu
VCH3533309,V. Sita Singh,Female,1984-11-23,Anil Joshi
XUI8313193,I. Latha Babu,Female,2004-11-19,Kiran Das
NPU7558446,D. Manoj Reddy,Male,1994-08-15,Sanjay Verma
NST9055712,T. Anjali Naidu,Female,1972-03-23,Manoj Yadav
TMJ4006634,H. Lakshmi Yadav,Female,1964-07-19,Vikram Das
DIW3317950,Q. Priya Babu,Female,1966-12-10,Kiran Babu
CLL2829207,E. Sita Reddy,Female,1963-06-02,Vijay Reddy
BEV0049526,E. Radha Kumar,Female,2004-04-06,Ravi Singh
JOA6957396,T. Vijay Yadav,Male,1996-06-12,Kiran Reddy
AKQ2945245,Z. Suresh Naidu,Male,1958-08-15,Kiran Verma
PHB7935547,V. Kiran Babu,Male,2000-06-08,Vikram Sharma
XHF7227571,W. Kiran Joshi,Male,1998-03-04,Anil Kumar
FJU0572416,S. Manoj Reddy,Male,1953-01-11,Suresh Kumar
JVN2132899,U. Sanjay Verma,Male,1985-11-10,Vikram Sharma
UXB6580479,H. Ravi Kumar,Male,1990-01-30,Ravi Kumar
LOO7604451,K. Radha Singh,Female,1959-08-11,Rahul Yadav
TRC1117156,R. Manoj Singh,Male,1973-02-12,Kiran Kumar
AMI6404678,R. Radha Sharma,Female,1975-12-08,Kiran Das
RVX9557457,H. Kavya Kumar,Female,1965-06-23,Sanjay Sharma
BIL4250851,K. Radha Singh,Female,2004-11-14,Vikram Das
UQH1732024,N. Manoj Yadav,Male,1978-01-25,Vikram Reddy
HQW4617051,N. Vijay Kumar,Male,1960-07-10,Vikram Das
JWK8740458,O. Anil Babu,Male,1957-11-07,Ravi Verma
LUG2941175,K. Vijay Naidu,Male,1939-01-04,Arun Babu
SFA3175827,E. Sneha Das,Female,1994-09-13,Vikram Kumar
MDH1237787,L. Priya Naidu,Female,1974-04-09,Ravi Singh
ZEP4742558,K. Latha Yadav,Female,1965-10-23,Vijay Sharma
KXH8379120,M. Anjali Verma,Female,1951-01-19,Vikram Joshi
WAX1882191,Y. Rahul Singh,Male,1968-04-27,Arun Reddy
KGX1759601,L. Rahul Naidu,Male,1936-07-22,Ravi Joshi
QDA6317277,J. Anjali Sharma,Female,1966-07-25,Anil Naidu
WUT1284927,O. Manoj Yadav,Male,2003-06-29,Kiran Naidu
AYZ7970163,I. Lakshmi Kumar,Female,1998-11-08,Arun Singh
ANQ5694094,C. Anjali Babu,Female,1988-08-18,Vijay Verma
AMQ5282689,Y. Latha Verma,Female,1968-12-06,Vikram Singh
PWG9676510,M. Arun Kumar,Male,1984-12-15,Manoj Yadav
WVH6217975,Q. Lakshmi Kumar,Female,1970-09-23,Manoj Yadav
EJB0993848,E. Anil Reddy,Male,1938-03-18,Anil Yadav
BVA5684895,H. Sneha Verma,Female,1953-12-06,Rahul Yadav
SUU1425208,C. Arun Singh,Male,1957-01-04,Suresh Singh
TWT0734780,O. Lakshmi Yadav,Female,1955-08-31,Anil Das
RQZ9148075,Z. Latha Sharma,Female,1960-04-06,Ravi Reddy
JPY9937004,F. Lakshmi Babu,Female,1968-06-02,Vijay Naidu
XLV5679158,C. Vijay Yadav,Male,1982-08-11,Anil Kumar
MUM0926341,V. Priya Naidu,Female,1959-12-14,Ravi Naidu
IMU4993367,L. Lakshmi Kumar,Female,1944-09-18,Rahul Yadav
QFZ5474708,D. Anil Sharma,Male,1992-10-21,Kiran Joshi
PFJ7414245,B. Sanjay Joshi,Male,1952-11-01,Arun Reddy
XUL0209994,K. Anjali Naidu,Female,1986-10-21,Arun Reddy
NGJ9288583,W. Suresh Sharma,Male,1935-05-18,Manoj Verma
DZC6790089,T. Suresh Babu,Male,1948-04-01,Vikram Naidu
OEW3572045,O. Arun Yadav,Male,1958-06-15,Vikram Sharma
STC1380766,I. Priya Reddy,Female,1984-11-04,Rahul Babu
ITH2812453,J. Latha Das,Female,1947-09-12,Vikram Kumar
PCN9171188,J. Ravi Naidu,Male,1995-05-13,Vijay Reddy
KBQ2320898,V. Vijay Babu,Male,1997-05-28,Rahul Joshi
LVB9350596,Z. Kavya Babu,Female,1943-03-29,Ravi Das
FVE4450075,A. Arun Singh,Male,1964-01-17,Sanjay Joshi
COS9316394,G. Divya Babu,Female,1995-09-10,Vikram Verma
WQX1928338,Q. Latha Joshi,Female,1993-09-01,Anil Reddy
GRC3639266,C. Latha Verma,Female,1975-07-13,Rahul Joshi
APM2871033,U. Kiran Das,Male,2005-10-28,Manoj Verma
URE1694584,Q. Manoj Reddy,Male,1955-02-22,Arun Das
VBS8357023,J. Vijay Naidu,Male,1954-01-04,Ravi Babu
STX2647137,N. Arun Kumar,Male,1992-02-27,Vijay Joshi
FVA9217282,O. Manoj Kumar,Male,1981-03-13,Arun Joshi
GNM6685688,F. Divya Naidu,Female,1953-10-31,Rahul Verma
OAF8716789,M. Kiran Kumar,Male,1977-09-13,Manoj Naidu
VNS5483102,I. Meena Singh,Female,1983-10-09,Kiran Naidu
TQW1225216,M. Latha Naidu,Female,1967-08-20,Vijay Verma
ZSO6371084,X. Kavya Yadav,Female,1942-05-01,Ravi Naidu
RTG4911517,H. Manoj Joshi,Male,1984-12-24,Sanjay Reddy
LIC8669246,M. Rahul Das,Male,1945-01-23,Manoj Yadav
SUN6680498,K. Manoj Yadav,Male,1981-02-14,Anil Naidu
XKM2159916,L. Arun Yadav,Male,1986-05-20,Ravi Reddy
NFY0202232,L. Priya Verma,Female,1963-11-04,Ravi Reddy
XMP5779263,G. Divya Das,Female,1982-05-04,Ravi Das
PXQ1879591,R. Kiran Babu,Male,1977-12-07,Vijay Reddy
BJK0568896,Q. Anjali Naidu,Female,1981-10-01,Manoj Kumar
ZNI1488077,D. Sneha Babu,Female,1964-12-08,Vikram Naidu
WKT0353619,B. Meena Reddy,Female,1995-09-20,Arun Sharma
LFY8025956,F. Priya Joshi,Female,1966-11-28,Anil Kumar
RGW6277410,T. Kiran Reddy,Male,1970-04-15,Ravi Babu
UYR7373052,F. Divya Kumar,Female,1959-03-14,Manoj Das
TMG5722466,V. Meena Joshi,Female,1980-10-20,Anil Reddy
CQQ7277594,Q. Kavya Joshi,Female,1977-04-10,Rahul Das
JXX4516967,Q. Ravi Singh,Male,1958-12-13,Anil Naidu
HGO2210920,C. Anil Babu,Male,1940-12-25,Sanjay Yadav
AAV1441775,R. Divya Yadav,Female,1970-03-24,Manoj Kumar
GND2677397,Q. Latha Das,Female,1962-07-28,Rahul Joshi
SYR8244737,I. Latha Das,Female,1978-07-20,Sanjay Sharma
MRT9071491,T. Lakshmi Naidu,Female,1961-02-02,Vijay Sharma
KTF6931156,B. Sneha Verma,Female,1985-11-28,Sanjay Naidu
BUQ4679484,K. Radha Reddy,Female,1992-07-31,Anil Das
PTN4975565,S. Kavya Das,Female,1977-07-19,Vijay Joshi
XBM3113077,I. Sita Verma,Female,1958-06-04,Manoj Yadav
RFR4709423,I. Latha Verma,Female,1990-03-07,Arun Sharma
ZNO4420372,P. Radha Babu,Female,1986-01-14,Suresh Reddy
HYZ2910831,L. Anil Yadav,Male,1950-02-23,Arun Naidu
UGL3660115,Q. Radha Sharma,Female,1975-07-12,Vikram Das
RHX0828529,Z. Lakshmi Yadav,Female,1977-04-10,Vijay Babu
EMB4934387,H. Latha Singh,Female,1958-10-20,Rahul Das
DDY1956754,P. Anil Joshi,Male,1965-03-27,Suresh Kumar
KPS8955235,Z. Divya Kumar,Female,1960-10-20,Kiran Reddy
PRR6625034,L. Sanjay Das,Male,1969-10-24,Suresh Sharma
TYM9093020,W. Lakshmi Sharma,Female,1967-07-16,Suresh Sharma
UIJ7627732,A. Priya Verma,Female,1949-07-19,Ravi Verma
XMG7550855,T. Priya Naidu,Female,1963-12-21,Ravi Singh
GZW2676746,R. Rahul Verma,Male,1952-03-26,Rahul Sharma
OKM3807632,S. Lakshmi Reddy,Female,1957-06-11,Ravi Reddy
ZWN9661598,T. Sneha Singh,Female,1943-02-07,Sanjay Das
LZI6449572,L. Suresh Joshi,Male,1941-05-17,Manoj Kumar
LUN6327926,U. Anil Singh,Male,1985-05-26,Sanjay Sharma
YRQ1580070,R. Kiran Naidu,Male,1983-08-03,Rahul Singh
TFB5257123,H. Meena Reddy,Female,1949-05-29,Sanjay Reddy
TEV0524019,T. Anil Das,Male,1968-12-08,Rahul Sharma
EWD9944138,R. Latha Babu,Female,1980-03-27,Sanjay Babu
FDT3838589,S. Sneha Joshi,Female,1986-07-31,Vijay Singh
YCR4526735,V. Rahul Babu,Male,1967-04-29,Sanjay Reddy
FDC7097479,L. Radha Reddy,Female,1999-07-19,Vikram Reddy
QBV0712256,S. Suresh Yadav,Male,1953-08-18,Rahul Sharma
POY6212705,M. Kiran Verma,Male,1986-11-14,Vijay Reddy
SXA0266187,Q. Latha Babu,Female,1999-11-14,Rahul Sharma
SPB3362867,M. Divya Verma,Female,1953-10-14,Vikram Babu
MUX6826961,F. Kiran Yadav,Male,1942-01-02,Ravi Babu
LLW7875527,K. Radha Joshi,Female,2004-04-14,Kiran Joshi
KWR2502428,G. Priya Joshi,Female,1972-11-22,Vijay Reddy
EIW8245877,Z. Vikram Sharma,Male,1986-12-16,Manoj Joshi
OBM6506680,W. Meena Kumar,Female,1980-12-29,Sanjay Sharma
OKF7048091,Q. Radha Babu,Female,1999-11-02,Ravi Reddy
LTL9244035,C. Priya Babu,Female,1952-08-05,Kiran Das
IBP8625755,E. Manoj Das,Male,1949-08-07,Manoj Reddy
FLG3503496,Y. Radha Verma,Female,1998-11-02,Vikram Singh
RHE5128001,A. Latha Naidu,Female,1968-10-26,Vijay Singh
XAF6148034,L. Anjali Joshi,Female,1948-01-19,Anil Das
WUQ6313582,V. Manoj Das,Male,1983-04-17,Rahul Kumar
PPX7404578,T. Suresh Yadav,Male,1978-06-01,Ravi Joshi
APB8468337,E. Sanjay Yadav,Male,1993-06-03,Vikram Kumar
KVU4632823,N. Suresh Verma,Male,1986-03-09,Arun Kumar
HXM8762272,S. Vikram Joshi,Male,1994-04-06,Kiran Joshi
BVO5577512,P. Latha Joshi,Female,1997-02-20,Kiran Naidu
FUA7433766,J. Kavya Joshi,Female,1938-01-18,Rahul Naidu
